train_size_per_class,fold,model,eval_dataset,accuracy,f1_macro,auc_macro,balanced_accuracy,binary_accuracy,binary_f1,binary_auc,binary_balanced_acc
2000,1,PlainDNN,PPMI,0.6,0.5831484257871065,0.8000566520467837,0.6185185185185186,0.72,0.7407407407407407,0.8463541666666666,0.7569444444444444
2000,1,LR,NACC,0.9933554817275747,0.993330591552763,0.9999885903398485,0.9932998324958123,0.9975083056478405,0.9981308411214953,1.0,0.9981343283582089
2000,1,LR,PPMI,0.62,0.623123123123123,0.8105756578947368,0.6407407407407407,0.78,0.8253968253968254,0.8567708333333334,0.7673611111111112
2000,1,RF,NACC,0.9451827242524917,0.9445146465357507,0.9951009124074561,0.9450083545807857,0.9700996677740864,0.97712833545108,0.9981918532338308,0.9769838308457712
2000,1,RF,PPMI,0.58,0.594017094017094,0.7767641325536062,0.5833333333333334,0.7,0.7540983606557377,0.7855902777777778,0.6927083333333333
2000,1,XGBoost,NACC,0.967607973421927,0.9674311081398145,0.9978204709426354,0.9675554084049146,0.9900332225913622,0.9924906132665833,0.9991293532338309,0.9919092039800995
2000,1,XGBoost,PPMI,0.58,0.588088088088088,0.755927753411306,0.6037037037037037,0.72,0.78125,0.7647569444444444,0.6961805555555556
2000,2,DCM-DNN,NACC,0.9749582637729549,0.9748326772695463,0.9989314428645666,0.974939431913116,0.996661101836394,0.9974905897114178,0.9999279448621554,0.9968703007518798
2000,2,DCM-DNN,PPMI,0.8,0.8028083028083027,0.8305739950476793,0.8011695906432749,0.9090909090909091,0.9333333333333333,0.9617117117117117,0.8896396396396397
2000,2,PlainDNN,NACC,0.9808013355592654,0.9807399485446484,0.9992691443878784,0.9807873851294904,0.9974958263772955,0.9981191222570532,0.9999812030075188,0.9974968671679199
2000,2,PlainDNN,PPMI,0.7454545454545455,0.7302156755159751,0.8532413992940309,0.7514619883040936,0.8,0.835820895522388,0.9466966966966966,0.8228228228228228
2000,2,LR,NACC,0.9941569282136895,0.9941515967679878,1.0,0.9941520467836257,1.0,1.0,1.0,1.0
2000,2,LR,PPMI,0.8363636363636363,0.8363363363363364,0.9113916548127073,0.8382066276803118,0.9454545454545454,0.958904109589041,0.9647147147147146,0.9451951951951951
2000,2,RF,NACC,0.9582637729549248,0.9577762263455726,0.9961291023501598,0.9582309941520468,0.9816360601001669,0.9860406091370558,0.999093045112782,0.985592105263158
2000,2,RF,PPMI,0.7272727272727273,0.7309491978609626,0.8837258310942522,0.7261208576998052,0.8909090909090909,0.9210526315789473,0.9264264264264265,0.8618618618618619
2000,2,XGBoost,NACC,0.9724540901502504,0.9723166378309847,0.9982559979945692,0.9724331662489557,0.993322203672788,0.9949685534591195,0.9999216791979949,0.9943640350877193
2000,2,XGBoost,PPMI,0.7090909090909091,0.7146464646464646,0.8545980190717032,0.7076023391812866,0.8363636363636363,0.8831168831168831,0.9301801801801802,0.7927927927927928
2000,3,DCM-DNN,NACC,0.98,0.9798658126660201,0.9996840034617013,0.9799057632301157,0.9958333333333333,0.9968612680477087,0.999959425591216,0.9968710888610763
2000,3,DCM-DNN,PPMI,0.660377358490566,0.6552916552916553,0.7874813668157321,0.6656346749226006,0.7169811320754716,0.7945205479452054,0.7540849673202614,0.667483660130719
2000,3,PlainDNN,NACC,0.9741666666666666,0.9740051587831454,0.9992948791452209,0.974036850921273,0.9975,0.9981191222570532,0.9999219722907999,0.9981226533166458
2000,3,PlainDNN,PPMI,0.6415094339622641,0.6299945265462507,0.7593595917899324,0.6542827657378741,0.6981132075471698,0.75,0.7426470588235294,0.7156862745098038
2000,3,LR,NACC,0.9941666666666666,0.9941584508458131,0.9999728994212687,0.9941373534338358,1.0,1.0,1.0,1.0
2000,3,LR,PPMI,0.660377358490566,0.6582946582946583,0.8105865153078775,0.6656346749226006,0.7169811320754716,0.7945205479452054,0.7687908496732025,0.667483660130719
2000,3,RF,NACC,0.945,0.9445889639244297,0.9942830593980435,0.9448677301720574,0.9691666666666666,0.9765674477517416,0.9976014282191892,0.9712561524848704
2000,3,RF,PPMI,0.5471698113207547,0.5610294117647059,0.7294031647746818,0.5521155830753354,0.660377358490566,0.75,0.7001633986928105,0.6102941176470589
2000,3,XGBoost,NACC,0.9716666666666667,0.9714970479528233,0.9976156339674521,0.971593211276666,0.99,0.9924433249370277,0.999091757464911,0.9918695127013506
2000,3,XGBoost,PPMI,0.6037735849056604,0.6057687940040881,0.7587289301685586,0.6109391124871001,0.660377358490566,0.75,0.7344771241830066,0.6102941176470589
2000,4,DCM-DNN,NACC,0.9825145711906744,0.9825137898015881,0.9994301176972794,0.9826054590570719,0.9975020815986678,0.9981285090455396,0.9999311626626283,0.99813200498132
2000,4,DCM-DNN,PPMI,0.5769230769230769,0.529468085106383,0.7802079168952233,0.5500974658869396,0.75,0.7719298245614035,0.9122807017543859,0.7807017543859649
2000,4,PlainDNN,NACC,0.980849292256453,0.9808464324030851,0.9992370325023651,0.9809325889164598,0.9966694421315571,0.9975031210986267,0.9998873570843007,0.9975093399750934
2000,4,PlainDNN,PPMI,0.5576923076923077,0.4848861283643892,0.7942943365543985,0.5241715399610136,0.7692307692307693,0.7931034482758621,0.9250398724082936,0.79585326953748
2000,4,LR,NACC,0.9933388842631141,0.9933579824147829,0.9999875387812475,0.9933829611248965,1.0,1.0,1.0,1.0
2000,4,LR,PPMI,0.5576923076923077,0.5131310060630626,0.7728231327302534,0.528849902534113,0.7884615384615384,0.819672131147541,0.8947368421052632,0.7998405103668261
2000,4,RF,NACC,0.9542048293089093,0.9540188827408648,0.9962493956953266,0.9543690537052508,0.9800166527893422,0.9849246231155779,0.9991191949786291,0.9818879578465178
2000,4,RF,PPMI,0.5384615384615384,0.5185796449112278,0.75411457756659,0.5187134502923977,0.75,0.7868852459016393,0.8668261562998404,0.7583732057416268
2000,4,XGBoost,NACC,0.9700249791840133,0.9700145469659186,0.9977976091106973,0.9701135225340932,0.9883430474604497,0.99125,0.9995963628854109,0.9887482243095927
2000,4,XGBoost,PPMI,0.6153846153846154,0.6002163650668765,0.7810171133700545,0.5992202729044834,0.8269230769230769,0.8571428571428571,0.9090909090909091,0.8301435406698565
